Label,Statement
1,"['slash', 'billion', 'social', 'secur', 'renacci', 'forc', 'entir', 'agenc', 'shut', 'month', 'caus', 'senior', 'benefit', 'time', 'halt', 'claim', 'process', 'forc', 'retir', 'disabl', 'worker', 'backlog']"
1,"['say', 'nelson', 'vote', 'spend', 'monkey', 'react', 'influenc', 'cocain']"
1,"['annual', 'deficit', 'republican', 'month', 'deficit', 'democrat']"
5,"['say', 'presid', 'reagan', 'second', 'inaugur', 'move', 'insid', 'capitol', 'terribl', 'snowstorm']"
5,"['say', 'poll', 'show', 'attach', 'democrat', 'point', 'john', 'kasich']"
5,"['peopl', 'space', 'museum', 'ralli', 'health', 'care', 'bill']"
5,"['peopl', 'ethic', 'treatment', 'anim', 'estim', 'anim', 'spar', 'annual', 'result', 'presid', 'clinton', 'adopt', 'vegan', 'diet']"
1,"['say', 'texa', 'bail', 'loan', 'program', 'overse', 'state', 'agricultur', 'commission']"
1,"['spend', 'twice', 'capita', 'health', 'care', 'peopl', 'countri']"
1,"['repeal', 'amend']"
5,"['say', 'bruce', 'starr', 'vote', 'throw', 'oregonian', 'unemploy']"
5,"['need', 'pass', 'carbon', 'stop', 'climat', 'chang', 'break', 'wall', 'street', 'bank', 'stop', 'govern', 'spi', 'innoc', 'american', 'cori', 'booker', 'doesnt', 'support', 'idea']"
1,"['say', 'serv', 'citi', 'council', 'rachel', 'zenzing', 'vote', 'dollar', 'taxpay', 'fund', 'junket', 'china']"
5,"['governor', 'tri', 'credit', 'recent', 'action', 'take', 'compani', 'problem', 'compani', 'decis', 'stay', 'jersey', 'happen', 'chris', 'christi', 'governor']"
5,"['properti', 'tax', 'go', 'larg', 'technic', 'colleg', 'portion', 'go', 'money', 'state']"
5,"['say', 'million', 'texan', 'jobless', 'state', 'highest', 'unemploy', 'rate', 'year', 'jobless', 'doubl', 'rick', 'perri', 'watch']"
5,"['ask', 'million', 'earmark', 'pork', 'barrel', 'spend', 'near', 'million', 'dollar', 'unit', 'state', 'senat']"
5,"['canada', 'spill', 'water', 'practic', 'event', 'happen', 'allow', 'unit', 'state']"
1,"['lot', 'studi', 'indic', 'minor', 'easi', 'marijuana', 'easier', 'alcohol']"
5,"['geographi', 'poverti', 'chang', 'fundament', 'year', 'concentr', 'fragil', 'conflict', 'state']"
5,"['russia', 'tremend', 'number', 'nuclear', 'warhead', 'expand', 'didnt']"
5,"['dollar', 'invest', 'head', 'start', 'economi']"
1,"['say', 'presid', 'obama', 'decis', 'issu', 'permit', 'keyston', 'pipelin', 'mean', 'deni', 'abil', 'immedi', 'reduc', 'price', 'pump']"
5,"['say', 'subject', 'book']"
5,"['seven', 'state', 'lowest', 'unemploy', 'rat', 'republican', 'governor', 'approach', 'republican', 'work']"
5,"['write', 'book', 'perri', 'point', 'measur', 'social', 'secur', 'failur']"
1,"['stimulus', 'creat', 'zero', 'job']"
1,"['health', 'care', 'reduc', 'number', 'uninsur', 'america', 'percent', 'money', 'trillion']"
1,"['import', 'today']"
5,"['hurd', 'tend', 'percent', 'straight', 'republican', 'straight', 'parti', 'vote', 'record']"
5,"['say', 'chris', 'christi', 'veto', 'plan', 'parenthood', 'fund', 'time', 'cours', 'governorship']"
5,"['greec', 'economi', 'size', 'metropolitan', 'miami']"
5,"['budget', 'lieuten', 'governor', 'offic', 'half']"
5,"['cent', 'dollar', 'spend', 'feder', 'govern', 'borrow', 'children']"
5,"['cigarett', 'butt', 'poison', 'babi', 'small', 'children', 'nicotin']"
1,"['thing', 'immedi', 'bring', 'warrior', 'class', 'petraeus', 'mcchrystal', 'matti', 'kean', 'flynn', 'retir', 'earli', 'tell', 'presid', 'obama', 'thing', 'didnt', 'want', 'hear']"
1,"['say', 'budget', 'repair', 'collect', 'bargain', 'fulli', 'intact']"
5,"['take', 'offic', 'privat', 'sector', 'job', 'creat', 'georgia', 'near', 'come', 'past', 'month']"
5,"['go', 'difficult', 'long', 'spend', 'million', 'author']"
5,"['today', 'selma', 'poverti', 'rate', 'rough', 'time', 'white']"
1,"['say', 'presid', 'obama', 'propos', 'pinprick', 'strike', 'militari', 'intervent', 'syria']"
1,"['say', 'polit', 'prison', 'cuba']"
1,"['say', 'illinoi', 'democrat', 'david', 'gill', 'medicar']"
5,"['say', 'leav', 'residu', 'forc', 'iraq', 'say', 'wouldn']"
5,"['say', 'year', 'graduat', 'rate', 'combin', 'district', 'footprint', 'jump', 'percent']"
5,"['presid', 'obama', 'director', 'nation', 'intellig', 'admir', 'blair', 'high', 'valu', 'inform', 'come', 'interrog', 'method', 'provid', 'deeper', 'understand', 'qaida', 'organ', 'attack', 'countri']"
5,"['donald', 'trump', 'ask', 'florida', 'casino', 'gambl', 'say']"
5,"['milwauke', 'polic', 'dead', 'forc', 'rate', 'lowest', 'countri']"
5,"['edward', 'wasn', 'univers', 'health', 'care', 'glad']"
5,"['say', 'barbara', 'buono', 'vote', 'rais', 'percent']"
1,"['say', 'texa', 'uninsur', 'peopl', 'state', 'million']"
5,"['run', 'career', 'politician']"
5,"['say', 'multnomah', 'counti', 'librari', 'open', 'hour', 'week', 'lowest', 'librari', 'counti', 'region']"
5,"['say', 'mike', 'huckabe', 'appear', 'diabet', 'infomerci', 'endors', 'cure', 'treatment', 'health', 'agenc', 'support']"
1,"['say', 'regul', 'greenhous', 'gas', 'endang', 'texa', 'dairi', 'facil', 'swine', 'oper', 'corn', 'farm', 'beef', 'cattl', 'oper']"
1,"['facebook', 'unveil', 'rule', 'stop', 'user', 'creatingpost', 'relat', 'religion']"
1,"['democrat', 'hampshir', 'voter', 'registr', 'honest', 'massachusett', 'elect', 'close', 'theyr', 'bus', 'place']"
5,"['california', 'add', 'twice', 'job', 'florida', 'past', 'year']"
5,"['past', 'year', 'congress', 'write', 'bill', 'pass', 'amend', 'floor', 'hous', 'enact', 'bill', 'member', 'hous']"
1,"['say', 'travi', 'counti', 'commission', 'gerald', 'daugherti', 'claim', 'take', 'vote', 'rais', 'salari', 'percent']"
1,"['employ', 'discrimin', 'discrimin', 'christian', 'daycar', 'christian', 'parent', 'christian', 'busi', 'owner', 'right', 'religi', 'freedom']"
5,"['support', 'bush', 'cut', 'mccain', 'vote', 'origin', 'believ', 'perman', 'glad', 'agre', 'perman']"
5,"['iran', 'defens', 'budget', 'billion', 'defens', 'budget', 'closer', 'billion']"
5,"['brookhaven', 'homeown', 'hundr', 'dollar', 'properti', 'tax', 'compar', 'owner', 'valu', 'home', 'unincorpor', 'dekalb', 'counti']"
5,"['mosquito', 'popul', 'south', 'florida', 'larger', 'communiti', 'countri']"
5,"['say', 'health', 'insur', 'premium', 'rise', 'obamacar']"
5,"['say', 'nelson', 'vote', 'amnesti', 'urgingcongress', 'provid', 'citizenship', 'resid', 'illeg', 'countri']"
5,"['virginia', 'number', 'state', 'capita', 'screen', 'peopl', 'mental', 'ill', 'purchas']"
5,"['missouri', 'state', 'lowest', 'pay', 'worker']"
5,"['averag', 'student', 'loan', 'debt', 'texa', 'cost', 'averag', 'size', 'pickup', 'truck', 'unlik', 'owner', 'student', 'allow', 'refin', 'loan', 'lower', 'rat']"
5,"['say', 'rick', 'scott', 'propos', 'elect', 'reform', 'mandat', 'hour', 'earli', 'vote']"
5,"['state', 'ramp', 'borrow', 'build', 'road']"
5,"['peopl', 'think', 'aid']"
5,"['electr', 'rat', 'percent', 'higher', 'state', 'requir', 'util', 'compani', 'certain', 'renew', 'energi', 'solar', 'power']"
5,"['south', 'carolina', 'labor', 'shortag', 'specif', 'meatpack', 'industri']"
5,"['citi', 'fairmount', 'park', 'conserv', 'invest', 'million', 'hunt', 'park', 'crime', 'go', 'percent', 'half', 'mile', 'radius', 'park', 'year']"
5,"['peopl', 'abl', 'sign', 'health', 'insur', 'feder', 'marketplac']"
5,"['let', 'start', 'premis', 'rhode', 'island', 'strictest', 'law', 'state']"
1,"['say', 'speech', 'israel', 'group', 'aipac', 'hillari', 'clinton', 'line', 'palestinian', 'peopl']"
5,"['say', 'region', 'worst', 'drought', 'year', 'record']"
1,"['lowest', 'incom', 'peopl', 'biggest', 'gain']"
5,"['florida', 'issu', 'million', 'conceal', 'carri', 'permit', 'past', 'year', 'revok']"
1,"['creat', 'obama', 'administr', 'peopl', 'go', 'food', 'stamp']"
1,"['say', 'declar', 'candidaci', 'congress', 'redistrict', 'process', 'manipul', 'allow', 'incumb', 'politician', 'guarante', 'elect']"
5,"['say', 'chris', 'koster', 'oppos', 'right', 'work', 'effort', 'take', 'million', 'union', 'boss']"
5,"['say', 'bush', 'hand', 'obama', 'trillion', 'deficit', 'obama', 'reduc', 'bush', 'deficit', 'billion']"
5,"['say', 'presid', 'barack', 'obama', 'unilater', 'chang', 'obamacar', 'time']"
1,"['broward', 'counti', 'unemploy', 'rate', 'percent', 'lowest', 'florida']"
5,"['obamacar', 'forc', 'thousand', 'volunt', 'station', 'servic', 'close', 'entir']"
1,"['wisconsin', 'retir', 'public', 'employe', 'self', 'fund', 'pension', 'plan', 'money', 'worker', 'fund']"
1,"['nineti', 'percent', 'money', 'union', 'oper', 'worker', 'train', 'center', 'come', 'employ']"
5,"['solar', 'energi', 'area', 'southwestern', 'desert', 'mile', 'provid', 'percent', 'electr', 'need', 'unit', 'state', 'america', 'year']"
1,"['help', 'pass', 'enact', 'largest', 'texa', 'histori', 'state', 'senat']"
1,"['ryan', 'plan', 'younger', 'receiv', 'kind', 'healthcar', 'option', 'enjoy', 'member', 'congress']"
5,"['say', 'berni', 'sander', 'come', 'marriag', 'year', 'wasnt', 'popular']"
5,"['david', 'dewhurst', 'lieuten', 'governor', 'histori', 'person', 'secur']"
1,"['administr', 'issu', 'rule', 'abort', 'obamacar', 'requir', 'person', 'enrol', 'insur', 'plan', 'includ', 'elect', 'abort', 'coverag', 'abort', 'premium']"
1,"['overwhelm', 'democrat', 'republican', 'vote', 'legisl', 'special', 'session', 'job', 'demonstr', 'bipartisan', 'natur', 'wisconsin', 'legislatur']"
1,"['say', 'rick', 'perri', 'hold', 'privat', 'sector']"
1,"['say', 'presid', 'obama', 'promis', 'unemploy', 'percent', 'stimulus', 'pass']"
5,"['say', 'indiana', 'mike', 'penc', 'advoc', 'divert', 'taxpay', 'dollar', 'call', 'convers', 'therapi']"
5,"['say', 'cruz', 'pledg', 'elimin', 'depart', 'educ', 'feder', 'colleg', 'student']"
5,"['dollar', 'classroom', 'dollar', 'bureaucraci', 'tape']"
1,"['ohio', 'manufactur', 'job', 'lose', 'portman', 'call', 'nafta', 'prove', 'success']"
5,"['kathryn', 'starkey', 'attend', 'half', 'meet']"
1,"['illeg', 'immigr', 'cost', 'state', 'taxpay', 'billion', 'year']"
1,"['say', 'liber', 'immigr', 'reform', 'group', 'endors', 'primari', 'oppon', 'dave', 'brat']"
1,"['welder', 'money', 'philosoph']"
5,"['teddi', 'roosevelt', 'call', 'health', 'care', 'reform', 'near', 'centuri']"
1,"['say', 'mike', 'dovilla', 'support', 'plan', 'allow', 'foreign', 'corpor', 'ohio', 'turnpik']"
5,"['charli', 'crist', 'break', 'quarter', 'record', 'fundrais', 'senat', 'race', 'florida']"
1,"['murray', 'ryan', 'deal', 'divid', 'govern', 'budget', 'agreement']"
1,"['american', 'peopl', 'speak', 'pretti', 'loud', 'say', 'stop', 'loom', 'hike']"
1,"['hour', 'debat', 'debra', 'medina', 'search', 'googl', 'remaind', 'night']"
5,"['say', 'state', 'budget', 'deal', 'texa', 'hous', 'senat', 'leader', 'fund', 'nurs', 'home', 'public', 'school', 'univers', 'provid', 'financi', 'colleg', 'student']"
5,"['john', 'brennan', 'ask', 'direct', 'geograph', 'limit', 'drone', 'strike', 'program', 'brennan', 'respond', 'say', 'limit']"
5,"['say', 'time', 'magazin', 'call', 'america', 'best', 'governor']"
5,"['support', 'suprem', 'court', 'abort', 'decis', 'wade']"
1,"['year', 'celebr', 'presid', 'recent', 'colleg', 'grad', 'move', 'parent']"
1,"['hispan', 'unemploy', 'tick', 'time', 'high', 'percent', 'polici', 'weve', 'implement']"
5,"['say', 'rick', 'perri', 'chair', 'gore', 'campaign', 'presid']"
1,"['total', 'iraq']"
5,"['liter', 'hundr', 'prefer', 'loophol', 'add', 'code', 'time']"
1,"['say', 'suzann', 'bonamici', 'support', 'billion', 'medicar', 'pass', 'year']"
1,"['reach', 'gallon', 'trade', 'plan']"
1,"['lose', 'peopl', 'heroin', 'opioid', 'overdos', 'lose', 'aid', 'epidem', 'peak']"
5,"['say', 'democrat', 'senat', 'candid', 'bruce', 'braley', 'vote', 'billion', 'medicar', 'support', 'obamacar']"
5,"['prevent', 'care', 'coverag', 'afford', 'care', 'help', 'granit', 'stater', 'save', 'money', 'live', 'healthier', 'live']"
1,"['say', 'percent', 'muslim', 'agre', 'violenc', 'american', 'unit', 'state', 'justifi', 'global', 'jihad']"
1,"['time', 'republican', 'white', 'hous', 'hous', 'senat']"
1,"['hillari', 'clinton', 'barack', 'obama', 'want', 'rais', 'tax', 'incom', 'bracket']"
1,"['saxbi', 'chambliss', 'vote', 'democrat', 'conserv']"
5,"['second', 'quarter', 'campaign', 'rais', 'money', 'challeng', 'nation', 'bring', 'fundrais', 'total']"
1,"['say', 'recal', 'elect', 'aim', 'remov', 'republican', 'offici', 'offic', 'cost', 'ten', 'million', 'dollar']"
5,"['wisconsin', 'half', 'adult', 'psycholog', 'distress', 'receiv', 'mental', 'health', 'treatment', 'medic']"
5,"['stand', 'grind', 'zero', 'worker', 'sacrific', 'health', 'sacrific', 'live', 'keep', 'stand', 'till', 'administr', 'take', 'action']"
1,"['gift', 'take', 'mcdonnel', 'take', 'fraction', 'kain', 'take']"
1,"['time', 'world', 'nuclear', 'power', 'aircraft', 'carrier', 'dock']"
5,"['exxon', 'mobil', 'page', 'media', 'respons', 'strategi', 'plan', 'resourc', 'protect', 'page', 'long', 'plan', 'remov', 'page', 'long']"
1,"['vote', 'approv', 'question', 'save', 'job', 'twin', 'river']"
1,"['republican', 'legislatur', 'citi', 'council', 'provid', 'year']"
5,"['vote', 'democrat', 'republican', 'ballot']"
5,"['say', 'senat', 'rival', 'tommi', 'thompson', 'want', 'millionair', 'like', 'rais', 'tax', 'middl', 'class']"
1,"['econom', 'stimulus', 'legisl', 'open', 'billion', 'taxpay', 'dollar', 'leav', 'wing', 'group', 'like', 'associ', 'communiti', 'organ', 'reform', 'acorn']"
1,"['exposur', 'electromagnet', 'field', 'power', 'line', 'associ', 'childhood', 'leukemia', 'diseas']"
5,"['milwauke', 'school', 'serv', 'african', 'american', 'incom', 'student', 'read', 'profici']"
5,"['say', 'obama', 'replac', 'american', 'flag', 'tail', 'plane', 'campaign', 'logo']"
5,"['atlanta', 'mayor', 'kasim', 'reed', 'hold', 'convers', 'public', 'falcon', 'stadium', 'project']"
1,"['say', 'marco', 'rubio', 'mark', 'zuckerberg', 'person', 'senat']"
1,"['donald', 'trump', 'return', 'pay', 'penni', 'tax']"
5,"['budget', 'deal', 'strike', 'trillion', 'dollar', 'cut', 'go', 'effect', 'immedi', 'special', 'committe', 'agreement', 'trillion', 'cut']"
1,"['small', 'busi', 'adopt', 'health', 'care', 'plan', 'senat', 'obama', 'mandat', 'go', 'fine']"
1,"['weve', 'lose', 'million', 'job', 'obama', 'presid']"
5,"['illinoi', 'washington', 'barack', 'obama', 'bridg', 'partisanship', 'bring', 'signific', 'reform']"
1,"['tax', 'time', 'includ', 'properti', 'reduct', 'rank', 'largest', 'state', 'histori']"
5,"['jersey', 'largest', 'transit', 'entir', 'countri']"
1,"['job', 'number', 'wisconsin', 'fall', 'dead', 'midwest', 'growth']"
1,"['baucus', 'feder', 'fund', 'subsid', 'coverag', 'elect', 'abort']"
5,"['balanc', 'budget', 'tax', 'best', 'growth', 'year', 'near', 'privat', 'sector', 'job', 'merit', 'reward', 'jersey', 'best', 'teacher', 'educ', 'fund']"
1,"['trade', 'wild', 'unpopular', 'american']"
5,"['registr', 'fewer', 'percent', 'florida', 'voter', 'independ']"
1,"['teacher', 'involv', 'develop', 'common', 'core', 'state', 'standard']"
1,"['senat', 'hillari', 'clinton', 'pay', 'women', 'offic']"
1,"['mark', 'warner', 'record', 'act', 'keyston', 'pipelin']"
1,"['parent', 'trigger', 'legisl', 'draft', 'presid', 'obama', 'advis', 'draft', 'presid', 'clinton', 'advis']"
5,"['say', 'johnson', 'vote', 'turn', 'medicar', 'voucher', 'program']"
5,"['say', 'berni', 'sander', 'advoc', 'put', 'iranian', 'troop', 'syria', 'resolv', 'conflict', 'put', 'right', 'doorstep', 'israel']"
5,"['barack', 'obama', 'church', 'give', 'lifetim', 'achiev', 'award', 'loui', 'farrakhan']"
1,"['toothpast', 'contain', 'poison', 'substanc', 'fluorid']"
5,"['today', 'import', 'tripl', 'senat', 'mccain', 'take', 'offic']"
5,"['shutdown', 'normal', 'constitut', 'process', 'shutdown', 'democrat', 'hous', 'speaker', 'oneil', 'speakership']"
5,"['texa', 'gain', 'peopl', 'maryland', 'lose']"
5,"['say', 'state', 'insur', 'commission', 'candid', 'ralph', 'hudgen', 'fight', 'hard', 'strip', 'women', 'life', 'save', 'coverag', 'mammogram']"
5,"['appoint', 'florida', 'suprem', 'court', 'raul', 'cantero', 'kenneth', 'bell', 'earn', 'reput', 'consist', 'conserv']"
1,"['say', 'legisl', 'support', 'right', 'activist', 'strip', 'mother', 'father', 'futur', 'texa', 'birth', 'certif']"
1,"['say', 'gerald', 'daugherti', 'advoc', 'lower', 'penalti', 'crime', 'like', 'strangul', 'domest', 'violenc', 'case', 'throw', 'peopl', 'jail']"
1,"['mercuri', 'vaccin', 'safe', 'level', 'mercuri']"
5,"['say', 'year', 'term', 'citi', 'council', 'member', 'norm', 'citi', 'size']"
5,"['tommi', 'thompson', 'father', 'welfar', 'reform', 'creat', 'groundbreak', 'wisconsin', 'work', 'program', 'wisconsin', 'model', 'nation', 'intern', 'reform']"
5,"['sell', 'product', 'america', 'rest', 'world']"
1,"['there', 'wildlif', 'arctic', 'nation', 'wildlif', 'refug']"
5,"['right', 'major', 'poll', 'nation', 'poll', 'statewid', 'poll', 'month', 'week', 'defeat', 'trump', 'numbersand', 'larger', 'margin', 'secretari', 'clinton']"
1,"['fight', 'share', 'valu', 'ideologu', 'partisan']"
5,"['cost', 'cancer', 'affili', 'issu', 'billion', 'year', 'state']"
1,"['trade', 'plan']"
1,"['leav', 'blatant', 'attempt', 'disrupt', 'georgia', 'elect']"
5,"['say', 'obama', 'neutral', 'proposalput', 'govern', 'charg', 'determin', 'internet', 'price', 'term', 'servic', 'type', 'product', 'servic', 'deliv']"
5,"['presid', 'barack', 'obama', 'reduc', 'cost', 'prescript', 'drug', 'near', 'million', 'american']"
1,"['tampa', 'islead', 'state', 'job', 'creation']"
5,"['earmark', 'dollar', 'doubl', 'tripl', 'year']"
1,"['say', 'cruz', 'support', 'legal', 'peopl', 'countri', 'illeg', 'propos', 'give', 'work', 'permit']"
5,"['economi', 'louisiana', 'grow', 'percent', 'faster', 'nation', 'nation', 'recess']"
1,"['write', 'provis', 'allow', 'dole', 'bonus']"
1,"['aclu', 'atheist', 'denver', 'demand', 'stop', 'tebow', 'pray', 'sidelin']"
5,"['loi', 'frankel', 'spend', 'taxpay', 'money', 'marbl', 'shower', 'privat', 'bathroom', 'toilet']"
1,"['wisconsin', 'use', 'vote', 'machin', 'outlaw', 'illeg']"
5,"['half', 'oregon', 'univers', 'student', 'pell', 'grant']"
1,"['say', 'uncompens', 'health', 'care', 'cost', 'absorb', 'texa', 'hospit', 'add', 'year', 'texa', 'privat', 'insur', 'rat']"
5,"['invest', 'million', 'traffic', 'fix', 'rais', 'tax']"
5,"['countri', 'bomb', 'obama', 'bush']"
1,"['debbi', 'wasserman', 'schultz', 'blame', 'republican', 'creation', 'hama']"
1,"['report', 'navi', 'time', 'say', 'percent', 'armi', 'navi', 'marin', 'think', 'attempt', 'suicid']"
1,"['properti', 'tax', 'state', 'texa', 'governor']"
5,"['say', 'texa', 'pass', 'state', 'dream', 'state']"
5,"['hillsborough', 'public', 'transport', 'commiss', 'rule', 'say', 'cabbi', 'wear', 'sock', 'mean', 'come']"
1,"['increas', 'wage', 'hour', 'reduc', 'spend', 'food', 'stamp', 'public', 'hous', 'program', 'billion', 'year']"
5,"['say', 'journalist', 'kill', 'mexico', 'decad']"
1,"['allen', 'west', 'want', 'bring', 'earmark']"
1,"['peopl', 'move', 'florida', 'free', 'state']"
5,"['texa', 'rank', 'pupil', 'fund', 'state']"
5,"['washington', 'time', 'point', 'succeed', 'previous', 'administr', 'fail', 'spend', 'cut']"
5,"['flint', 'mich', 'pip', 'havent', 'replac', 'water', 'poison']"
5,"['virginia', 'opportun', 'state', 'east', 'coast', 'explor', 'produc', 'natur', 'offshor']"
5,"['donald', 'trump', 'decis', 'skip', 'news', 'googl', 'debat', 'moin', 'near', 'unpreced']"
